name,price,amount,price_per_amount,country_origin,additional_info,category,time,BIO,price per 100g/pice,Swiss_product,retailer,main_category,sub_category,Title,Review,Weight,Price_before_discount,Discount,Timewindow_discount,Brand,Id,Url,Date,Discount_relative,Price_higher_avg,Last_char_price,Is_last_char_9,Word_count,Unit,Weight_unit,Discount_start_date,Discount_end_date,Discount_start_day,Discount_end_day,Discount_duration,Discount_exist,unit,product_url,product_simple
Karotten,2.99,1000g,,Schweiz,,,2024-11-03,True,0.3,true,lidl,gemüse,Gemüse,Bio Rüebli 1kg,5.0,pro 1kg |,,,,BIO Organic,84611.0,https://sortiment.lidl.ch/de/bio-rueebli-1kg-0084611,03.11.2024,,True,9.0,True,3.0,1kg,g,,,,,,False,,,Karotte
Mais,2.99,350g,,Schweiz,,,2024-11-03,True,0.85,true,lidl,gemüse,Gemüse,Bio Zuckermais 350g,0.0,pro 350g | 100g = 0.86 CHF,,,,BIO Organic,84592.0,https://sortiment.lidl.ch/de/bio-zuckermais-350g-0084592,03.11.2024,,True,9.0,True,3.0,350g,g,,,,,,False,,,Mais
Selleries,3.49,500g,,Schweiz,,,2024-11-03,True,0.7,true,lidl,gemüse,Gemüse,BIO Stangen-Sellerie 500g,2.0,pro 500g | 1Kg = 6.98 CHF,,,,BIO Organic,84458.0,https://sortiment.lidl.ch/de/bio-stangen-sellerie-500g-0084458,03.11.2024,,True,9.0,True,3.0,500g,g,,,,,,False,,,Sellerie
Rüben,3.99,2500g,,Schweiz,,,2024-11-03,False,0.16,true,lidl,gemüse,Gemüse,"Rüebli Terra Natura 2,5kg",0.0,"pro 2,5kg | 1Kg = 1.60 CHF",,,,,83670.0,https://sortiment.lidl.ch/de/rueebli-terra-natura-2-5kg-0083670,03.11.2024,,True,9.0,True,4.0,"2,5kg",g,,,,,,False,,,Rübe
Kürbisse,2.89,1000g,,Schweiz,,,2024-11-03,False,0.29,true,lidl,gemüse,Gemüse,Kürbis Hokkaido,0.0,pro 1kg |,,,,,82840.0,https://sortiment.lidl.ch/de/kuerbis-hokkaido-0082840,03.11.2024,,True,9.0,True,2.0,1kg,g,,,,,,False,,,Kürbis
Sellerie,2.49,1000g,,Schweiz,,,2024-11-03,False,0.25,true,lidl,gemüse,Gemüse,Knollen-Sellerie,0.0,pro 1kg |,,,,,82720.0,https://sortiment.lidl.ch/de/knollen-sellerie-0082720,03.11.2024,,True,9.0,True,1.0,1kg,g,,,,,,False,,,Sellerie
Knoblauch,0.79,200g,,Spanien,,,2024-11-03,False,0.4,False,lidl,gemüse,Gemüse,Knoblauch 200g,0.0,pro 200g | 100g = 0.40 CHF,,,,,82711.0,https://sortiment.lidl.ch/de/knoblauch-200g-0082711,03.11.2024,,False,9.0,True,2.0,200g,g,,,,,,False,,,Knoblauch
Kürbisse,4.99,1 Stück,,Deutschland,,,2024-11-03,False,4.99,False,lidl,gemüse,Gemüse,Kürbis Halloween,0.0,pro Stück |,,,,,82696.0,https://sortiment.lidl.ch/de/kuerbis-halloween-0082696,03.11.2024,,True,9.0,True,2.0,Stück,Stück,,,,,,False,,,Kürbis
Peperoni,1.79,400g,,variabel,,,2024-11-03,True,0.45,False,lidl,gemüse,Gemüse,Bio Peperoni Mix 400g,7.0,pro 400g | 100g = 0.45 CHF,,,,BIO Organic,84587.0,https://sortiment.lidl.ch/de/bio-peperoni-mix-400g-0084587,03.11.2024,,False,9.0,True,4.0,400g,g,,,,,,False,,,Paprika
Peperoncinis,0.85,100g,,variabel,,,2024-11-03,False,0.85,False,lidl,gemüse,Gemüse,Peperoncini Mix 100g,11.0,pro 100g |,,,,,82660.0,https://sortiment.lidl.ch/de/peperoncini-mix-100g-0082660,03.11.2024,,False,5.0,False,3.0,100g,g,,,,,,False,,,Peperoncini
Spitzpaprika,1.59,500g,,variabel,,,2024-11-03,False,0.32,False,lidl,gemüse,Gemüse,Spitzpeperoni rot 500g,11.0,pro 500g | 1Kg = 3.18 CHF,,,,,82637.0,https://sortiment.lidl.ch/de/spitzpeperoni-rot-500g-0082637,03.11.2024,,False,9.0,True,3.0,500g,g,,,,,,False,,,Paprika
Peperoni,2.79,1000g,,variabel,,,2024-11-03,False,0.28,False,lidl,gemüse,Gemüse,Peperoni rot,2.0,pro 1kg |,,,,,82615.0,https://sortiment.lidl.ch/de/peperoni-rot-0082615,03.11.2024,,True,9.0,True,2.0,1kg,g,,,,,,False,,,Pepperoni
Paprikas,1.29,500g,,variabel,,,2024-11-03,False,0.26,False,lidl,gemüse,Gemüse,Peperoni Mix 500g,78.0,pro 500g | 1Kg = 2.58 CHF,,,,,82586.0,https://sortiment.lidl.ch/de/peperoni-mix-500g-0082586,03.11.2024,,False,9.0,True,3.0,500g,g,,,,,,False,,,Paprika
Peperoni,1.59,500g,,variabel,,,2024-11-03,False,0.32,False,lidl,gemüse,Gemüse,Spitzpeperoni gelb 500g,1.0,pro 500g | 1Kg = 3.18 CHF,,,,,82541.0,https://sortiment.lidl.ch/de/spitzpeperoni-gelb-500g-0082541,03.11.2024,,False,9.0,True,3.0,500g,g,,,,,,False,,,Pepperoni
Zartweizen,7.49,1000g,,unknown,,,2024-11-04,False,0.75,,lidl,obst,Hülsenfrüchte,Ebly Zartweizen,0.0,pro 1kg |,,,,Ebly,8998.0,https://sortiment.lidl.ch/de/ebly-zartweizen-0008998,04.11.2024,,True,9.0,True,2.0,1kg,g,,,,,,False,,,Weizen
Bohnen,4.79,100g,,unknown,,,2024-11-04,False,4.79,,lidl,obst,Hülsenfrüchte,Solomania Dörrbohnen,0.0,pro 100g |,,,,Solomania,5103950.0,https://sortiment.lidl.ch/de/solomania-doerrbohnen-5103950,04.11.2024,,True,9.0,True,2.0,100g,g,,,,,,False,,,Bohne
Quinoas,3.55,400g,,unknown,,,2024-11-04,True,0.89,,lidl,obst,Hülsenfrüchte,Bio Quinoa tricolore,0.0,pro 400g | 100g = 0.89 CHF,,,,Golden Sun,119437.0,https://sortiment.lidl.ch/de/bio-quinoa-tricolore-0119437,04.11.2024,,True,5.0,False,3.0,400g,g,,,,,,False,,,Quinoa
Hülsenfrüchte,2.29,500g,,unknown,,,2024-11-04,True,0.46,,lidl,obst,Hülsenfrüchte,Bio Hülsenfrüchte,1.0,pro 500g | 100g = 0.46 CHF,,,,Golden Sun,119562.0,https://sortiment.lidl.ch/de/bio-huelsenfruechte-0119562,04.11.2024,,False,9.0,True,2.0,500g,g,,,,,,False,,,Hülsenfrucht
Äpfel,2.59,6 Stücke,,Schweiz,,,2024-11-04,False,0.43,true,lidl,obst,Obst,Liebling der Apfelkönigin,6.0,pro 6Stk. | 1 Stk = 0.44 CHF,,,,,80224.0,https://sortiment.lidl.ch/de/liebling-der-apfelkoenigin-0080224,04.11.2024,,True,9.0,True,3.0,6Stk.,Stück,,,,,,False,,,Apfel
Zitronen,0.93,500g,,variabel,,,2024-11-04,False,0.19,False,lidl,obst,Obst,Zitronen 500g,37.0,pro 500g | 1Kg = 1.86 CHF,,,,,80170.0,https://sortiment.lidl.ch/de/zitronen-500g-0080170,04.11.2024,,False,3.0,False,2.0,500g,g,,,,,,False,,,Zitrone
Heidelbeeren,5.69,400g,,variabel,,,2024-11-04,False,1.42,False,lidl,obst,Obst,Heidelbeeren 400g,59.0,pro 400g | 100g = 1.43 CHF,,,,,80818.0,https://sortiment.lidl.ch/de/heidelbeeren-400g-0080818,04.11.2024,,True,9.0,True,2.0,400g,g,,,,,,False,,,Heidelbeere
Birnen,2.99,500g,,Schweiz,,,2024-11-04,True,0.6,true,lidl,obst,Obst,Bio Birnen 500g,0.0,pro 500g | 1Kg = 5.98 CHF,,,,BIO Organic,81580.0,https://sortiment.lidl.ch/de/bio-birnen-500g-0081580,04.11.2024,,True,9.0,True,3.0,500g,g,,,,,,False,,,Birne
Trauben,2.99,700g,,variabel,,,2024-11-04,False,0.43,False,lidl,obst,Obst,Trauben hell kernlos 700g,0.0,pro 700g | 1Kg = 4.28 CHF,,,,,80506.0,https://sortiment.lidl.ch/de/trauben-hell-kernlos-700g-0080506,04.11.2024,,True,9.0,True,4.0,700g,g,,,,,,False,,,Traube
Äpfel,4.19,1500g,,Schweiz,,,2024-11-04,False,0.28,true,lidl,obst,Obst,"Äpfel rot 1,5kg",65.0,"pro 1,5kg | 1Kg = 2.80 CHF",,,,,80229.0,https://sortiment.lidl.ch/de/aepfel-rot-1-5kg-0080229,04.11.2024,,True,9.0,True,3.0,"1,5kg",g,,,,,,False,,,Apfel
Kiwis,3.49,500g,,Italien,,,2024-11-04,True,0.7,False,lidl,obst,Obst,Bio Kiwi Gold 500g,5.0,pro 500g | 1Kg = 6.98 CHF,,,,BIO Organic,81722.0,https://sortiment.lidl.ch/de/bio-kiwi-gold-500g-0081722,04.11.2024,,True,9.0,True,4.0,500g,g,,,,,,False,,,Kiwifrucht
Äpfel,2.89,1000g,,Schweiz,,,2024-11-04,False,0.29,true,lidl,obst,Obst,Äpfel rot,4.0,pro 1kg |,,,,,80220.0,https://sortiment.lidl.ch/de/aepfel-rot-0080220,04.11.2024,,True,9.0,True,2.0,1kg,g,,,,,,False,,,Apfel
Orangen,1.99,1000g,,Spanien,,,2024-11-04,False,0.2,False,lidl,obst,Obst,Orangen,3.0,pro 1kg |,,,,,80135.0,https://sortiment.lidl.ch/de/orangen-0080135,04.11.2024,,False,9.0,True,1.0,1kg,g,,,,,,False,,,Orange
Kakis,2.49,1000g,,Spanien,,,2024-11-04,False,0.25,False,lidl,obst,Obst,Kaki 1kg,0.0,pro 1kg |,,,,,80660.0,https://sortiment.lidl.ch/de/kaki-1kg-0080660,04.11.2024,,True,9.0,True,2.0,1kg,g,,,,,,False,,,Kaki
Avocados,1.25,1 Stück,,variabel,,,2024-11-04,False,1.25,False,lidl,obst,Obst,Avocado ready to eat,49.0,pro Stück |,,,,Rainforest Alliance,80616.0,https://sortiment.lidl.ch/de/avocado-ready-to-eat-0080616,04.11.2024,,False,5.0,False,4.0,Stück,Stück,,,,,,False,,,Avocado
Mangos,1.49,1 Stück,,Spanien,,,2024-11-04,False,1.49,False,lidl,obst,Obst,Mango,13.0,pro Stück |,,,,Rainforest Alliance,80711.0,https://sortiment.lidl.ch/de/mango-0080711,04.11.2024,,False,9.0,True,1.0,Stück,Stück,,,,,,False,,,Mango
Mangos,2.49,1 Stück,,Spanien,,,2024-11-04,True,2.49,False,lidl,obst,Obst,BIO Mango,0.0,pro Stück |,,,,BIO Organic,81850.0,https://sortiment.lidl.ch/de/bio-mango-0081850,04.11.2024,,True,9.0,True,2.0,Stück,Stück,,,,,,False,,,Mango
Avocados,1.29,1 Stück,,variabel,,,2024-11-04,True,1.29,False,lidl,obst,Obst,Bio Avocado,144.0,pro Stück |,,,,BIO Organic,81671.0,https://sortiment.lidl.ch/de/bio-avocado-0081671,04.11.2024,,False,9.0,True,2.0,Stück,Stück,,,,,,False,,,Avocado
Passionsfrüchte,0.49,1 Stück,,Kolumbien,,,2024-11-04,False,0.49,False,lidl,obst,Obst,Fairtrade Passionsfrucht,27.0,pro Stück |,,,,Fairglobe,80747.0,https://sortiment.lidl.ch/de/fairtrade-passionsfrucht-0080747,04.11.2024,,False,9.0,True,2.0,Stück,Stück,,,,,,False,,,Passionsfrucht
Physalis,1.19,100g,,Kolumbien,,,2024-11-04,False,1.19,False,lidl,obst,Obst,Physalis 100g,8.0,pro 100g |,,,,,80735.0,https://sortiment.lidl.ch/de/physalis-100g-0080735,04.11.2024,,False,9.0,True,2.0,100g,g,,,,,,False,,,Physalis
Papayas,2.89,1000g,,Spanien,,,2024-11-04,False,0.29,False,lidl,obst,Obst,Papaya,9.0,pro 1kg |,,,,,80725.0,https://sortiment.lidl.ch/de/papaya-0080725,04.11.2024,,True,9.0,True,1.0,1kg,g,,,,,,False,,,Papaya
Kokosnüsse,0.99,1 Stück,,variabel,,,2024-11-04,False,0.99,False,lidl,obst,Obst,Kokosnuss,1.0,pro Stück |,,,,,80696.0,https://sortiment.lidl.ch/de/kokosnuss-0080696,04.11.2024,,False,9.0,True,1.0,Stück,Stück,,,,,,False,,,Kokosnuss
Kiwis,1.99,3 Stücke,,variabel,,,2024-11-04,False,0.66,False,lidl,obst,Obst,Kiwi Gold 3 Stück,8.0,pro 3 Stück |,,,,,80690.0,https://sortiment.lidl.ch/de/kiwi-gold-3-stueck-0080690,04.11.2024,,False,9.0,True,4.0,3,Stück,,,,,,False,,,Kiwis
Kiwis,0.59,1 Stück,,Italien,,,2024-11-04,False,0.59,False,lidl,obst,Obst,Kiwi,39.0,pro Stück |,,,,,80676.0,https://sortiment.lidl.ch/de/kiwi-0080676,04.11.2024,,False,9.0,True,1.0,Stück,Stück,,,,,,False,,,Kiwifrucht
Kakis,0.69,1 Stück,,Spanien,,,2024-11-04,False,0.69,False,lidl,obst,Obst,Kaki,0.0,pro Stück |,,,,,80656.0,https://sortiment.lidl.ch/de/kaki-0080656,04.11.2024,,False,9.0,True,1.0,Stück,Stück,,,,,,False,,,Kaki
Granatäpfel,0.99,1 Stück,,variabel,,,2024-11-04,False,0.99,False,lidl,obst,Obst,Granatapfel,6.0,pro Stück |,,,,,80646.0,https://sortiment.lidl.ch/de/granatapfel-0080646,04.11.2024,,False,9.0,True,1.0,Stück,Stück,,,,,,False,,,Granatapfel
Avocados,2.49,700g,,variabel,,,2024-11-04,False,0.36,False,lidl,obst,Obst,Avocado 700g,9.0,pro 700g | 1Kg = 3.56 CHF,,,,Rainforest Alliance,80619.0,https://sortiment.lidl.ch/de/avocado-700g-0080619,04.11.2024,,True,9.0,True,2.0,700g,g,,,,,,False,,,Avocado
Ananas,2.29,1 Stück,,variabel,,,2024-11-04,False,2.29,False,lidl,obst,Obst,Ananas Extra sweet,15.0,pro Stück |,,,,Rainforest Alliance,80611.0,https://sortiment.lidl.ch/de/ananas-extra-sweet-0080611,04.11.2024,,False,9.0,True,3.0,Stück,Stück,,,,,,False,,,Ananas
Grapefruits,0.79,1 Stück,,variabel,,,2024-11-04,False,0.79,False,lidl,obst,Obst,Grapefruit,8.0,pro Stück |,,,,,80041.0,https://sortiment.lidl.ch/de/grapefruit-0080041,04.11.2024,,False,9.0,True,1.0,Stück,Stück,,,,,,False,,,Grapefruit
Clementinen,1.45,500g,,Spanien,,,2024-11-04,True,0.29,False,lidl,obst,Obst,Bio Clementinen 500g,4.0,pro 500g | 1Kg = 2.90 CHF,,,,BIO Organic,81520.0,https://sortiment.lidl.ch/de/bio-clementinen-500g-0081520,04.11.2024,,False,5.0,False,3.0,500g,g,,,,,,False,,,Clementine
Clementinen,2.29,1000g,,variabel,,,2024-11-04,False,0.23,False,lidl,obst,Obst,Clementinen,4.0,pro 1kg |,,,,,80085.0,https://sortiment.lidl.ch/de/clementinen-0080085,04.11.2024,,False,9.0,True,1.0,1kg,g,,,,,,False,,,Clementine
Zitronen,0.49,1 Stück,,Spanien,,,2024-11-04,True,0.49,False,lidl,obst,Obst,Bio Zitronen,42.0,pro Stück |,,,,BIO Organic,81536.0,https://sortiment.lidl.ch/de/bio-zitronen-0081536,04.11.2024,,False,9.0,True,2.0,Stück,Stück,,,,,,False,,,Zitrone
Orangen,3.69,1000g,,variabel,,,2024-11-04,True,0.37,False,lidl,obst,Obst,Bio Orangen 1kg,4.0,pro 1kg |,,,,BIO Organic,81532.0,https://sortiment.lidl.ch/de/bio-orangen-1kg-0081532,04.11.2024,,True,9.0,True,3.0,1kg,g,,,,,,False,,,Orange
Limetten,0.49,1 Stück,,Siehe Packung,,,2024-11-04,False,0.49,,lidl,obst,Obst,Fairtrade Limette,79.0,pro Stück |,,,,Fairglobe,80179.0,https://sortiment.lidl.ch/de/fairtrade-limette-0080179,04.11.2024,,False,9.0,True,2.0,Stück,Stück,,,,,,False,,,Limette
Zitronen,0.39,1 Stück,,variabel,,,2024-11-04,False,0.39,False,lidl,obst,Obst,Zitrone,33.0,pro Stück |,,,,,80161.0,https://sortiment.lidl.ch/de/zitrone-0080161,04.11.2024,,False,9.0,True,1.0,Stück,Stück,,,,,,False,,,Zitrone
Orangen,2.19,2000g,,variabel,,,2024-11-04,False,0.11,False,lidl,obst,Obst,Orangen 2kg,3.0,pro 2kg | LP 1kg = 1.10 CHF,2.99,-26%,31.10. - 6.11.,,80142.0,https://sortiment.lidl.ch/de/orangen-2kg-0080142,04.11.2024,0.27,False,9.0,True,2.0,2kg,g,31.10.2024,06.11.2024,Thursday,Wednesday,6 days,True,,,Orange
Orangen,2.25,1500g,,variabel,,,2024-11-04,False,0.15,False,lidl,obst,Obst,"Orangen 1,5kg",1.0,pro 1.5kg | 1Kg = 1.50 CHF,,,,,80141.0,https://sortiment.lidl.ch/de/orangen-1-5kg-0080141,04.11.2024,,False,5.0,False,2.0,1.5kg,g,,,,,,False,,,Orange
Clementinen,3.99,2300g,,Spanien,,,2024-11-04,False,0.17,False,lidl,obst,Obst,"Clementinen 2,3kg",0.0,"pro 2,3kg | 1Kg = 1.74 CHF",,,,,80092.0,https://sortiment.lidl.ch/de/clementinen-2-3kg-0080092,04.11.2024,,True,9.0,True,2.0,"2,3kg",g,,,,,,False,,,Clementine
Clementinen,1.79,1000g,,Spanien,,,2024-11-04,False,0.18,False,lidl,obst,Obst,Clementinen 1kg,0.0,pro 1kg |,,,,,80088.0,https://sortiment.lidl.ch/de/clementinen-1kg-0080088,04.11.2024,,False,9.0,True,2.0,1kg,g,,,,,,False,,,Clementine
Pomelos,2.49,1 Stück,,variabel,,,2024-11-04,False,2.49,False,lidl,obst,Obst,Honigpomelo,2.0,pro Stück |,,,,,80056.0,https://sortiment.lidl.ch/de/honigpomelo-0080056,04.11.2024,,True,9.0,True,1.0,Stück,Stück,,,,,,False,,,Pomelo
Heidelbeeren,2.49,125g,,variabel,,,2024-11-04,True,1.99,False,lidl,obst,Obst,Bio Heidelbeeren 125g,0.0,pro 125g | 100g = 2.00 CHF,,,,BIO Organic,81685.0,https://sortiment.lidl.ch/de/bio-heidelbeeren-125g-0081685,04.11.2024,,True,9.0,True,3.0,125g,g,,,,,,False,,,Heidelbeere
Himbeeren,3.99,250g,,Spanien,,,2024-11-04,False,1.6,False,lidl,obst,Obst,Himbeeren 250g,10.0,pro 250g | 100g = 1.60 CHF,,,,,80838.0,https://sortiment.lidl.ch/de/himbeeren-250g-0080838,04.11.2024,,True,9.0,True,2.0,250g,g,,,,,,False,,,Himbeere
Heidelbeeren,3.79,250g,,variabel,,,2024-11-04,False,1.52,False,lidl,obst,Obst,Heidelbeeren 250g,14.0,pro 250g | 100g = 1.52 CHF,,,,,80823.0,https://sortiment.lidl.ch/de/heidelbeeren-250g-0080823,04.11.2024,,True,9.0,True,2.0,250g,g,,,,,,False,,,Heidelbeere
Pflaumen,2.59,1000g,,variabel,,,2024-11-04,False,0.26,False,lidl,obst,Obst,Pflaumen 1kg,0.0,pro 1kg |,,,,,80417.0,https://sortiment.lidl.ch/de/pflaumen-1kg-0080417,04.11.2024,,True,9.0,True,2.0,1kg,g,,,,,,False,,,Pflaume
Äpfel,2.85,500g,,Schweiz,,,2024-11-04,True,0.57,true,lidl,obst,Obst,Bio Äpfel rot 500g,1.0,pro 500g | 1Kg = 5.70 CHF,,,,BIO Organic,81560.0,https://sortiment.lidl.ch/de/bio-aepfel-rot-500g-0081560,04.11.2024,,True,5.0,False,4.0,500g,g,,,,,,False,,,Apfel
Birnen,1.19,1 Stück,,China,,,2024-11-04,False,1.19,False,lidl,obst,Obst,Nashi Birnen,7.0,pro Stück |,,,,,80316.0,https://sortiment.lidl.ch/de/nashi-birnen-0080316,04.11.2024,,False,9.0,True,2.0,Stück,Stück,,,,,,False,,,Birne
Birnen,2.49,1000g,,Schweiz,,,2024-11-04,False,0.25,true,lidl,obst,Obst,Birnen in Schale,0.0,pro 1kg |,,,,,80285.0,https://sortiment.lidl.ch/de/birnen-in-schale-0080285,04.11.2024,,True,9.0,True,3.0,1kg,g,,,,,,False,,,Birne
Birnen,2.99,1000g,,variabel,,,2024-11-04,False,0.3,False,lidl,obst,Obst,Birnen,12.0,pro 1kg |,,,,,80275.0,https://sortiment.lidl.ch/de/birnen-0080275,04.11.2024,,True,9.0,True,1.0,1kg,g,,,,,,False,,,Birne
Äpfel,3.95,2500g,,Schweiz,,,2024-11-04,False,0.16,true,lidl,obst,Obst,"Äpfel rot 2,5kg",6.0,pro 2.5kg | 1Kg = 1.58 CHF,,,,,80236.0,https://sortiment.lidl.ch/de/aepfel-rot-2-5kg-0080236,04.11.2024,,True,5.0,False,3.0,2.5kg,g,,,,,,False,,,Apfel
Äpfel,4.49,1000g,,variabel,,,2024-11-04,False,0.45,False,lidl,obst,Obst,Äpfel Pink Lady 1kg,15.0,pro 1kg |,,,,,80215.0,https://sortiment.lidl.ch/de/aepfel-pink-lady-1kg-0080215,04.11.2024,,True,9.0,True,4.0,1kg,g,,,,,,False,,,Apfel
Äpfel,2.89,1000g,,Schweiz,,,2024-11-04,False,0.29,true,lidl,obst,Obst,Äpfel grün,1.0,pro 1kg |,,,,,80185.0,https://sortiment.lidl.ch/de/aepfel-gruen-0080185,04.11.2024,,True,9.0,True,2.0,1kg,g,,,,,,False,,,Apfel
Melonen,2.59,1 Stück,,variabel,,,2024-11-04,False,2.59,False,lidl,obst,Obst,Galiamelone,12.0,pro Stück |,,,,Rainforest Alliance,80546.0,https://sortiment.lidl.ch/de/galiamelone-0080546,04.11.2024,,True,9.0,True,1.0,Stück,Stück,,,,,,False,,,Melone
Trauben,1.99,500g,,variabel,,,2024-11-04,False,0.4,False,lidl,obst,Obst,Trauben hell kernlos 500g,10.0,pro 500g | 1Kg = 3.98 CHF,,,,,80505.0,https://sortiment.lidl.ch/de/trauben-hell-kernlos-500g-0080505,04.11.2024,,False,9.0,True,4.0,500g,g,,,,,,False,,,Traube
Trauben,2.65,1000g,,Italien,,,2024-11-04,False,0.27,False,lidl,obst,Obst,Trauben rot,5.0,pro 1kg |,,,,,80490.0,https://sortiment.lidl.ch/de/trauben-rot-0080490,04.11.2024,,True,5.0,False,2.0,1kg,g,,,,,,False,,,Traube
Trauben,1.99,500g,,variabel,,,2024-11-04,False,0.4,False,lidl,obst,Obst,Trauben rot kernlos 500g,3.0,pro 500g | 1Kg = 3.98 CHF,,,,,80485.0,https://sortiment.lidl.ch/de/trauben-rot-kernlos-500g-0080485,04.11.2024,,False,9.0,True,4.0,500g,g,,,,,,False,,,Traube
Trauben,2.29,500g,,Italien,,,2024-11-04,False,0.46,False,lidl,obst,Obst,Trauben Mix 500g,2.0,pro 500g | 1Kg = 4.58 CHF,,,,,80475.0,https://sortiment.lidl.ch/de/trauben-mix-500g-0080475,04.11.2024,,False,9.0,True,3.0,500g,g,,,,,,False,,,Traube
Bananen,2.69,1000g,,variabel,,,2024-11-04,True,0.27,False,lidl,obst,Obst,Fairtrade Bio Bananen,22.0,pro 1kg |,,,,Fairglobe,81510.0,https://sortiment.lidl.ch/de/fairtrade-bio-bananen-0081510,04.11.2024,,True,9.0,True,3.0,1kg,g,,,,,,False,,,Banane
Bananen,1.29,1000g,,variabel,,,2024-11-04,False,0.13,False,lidl,obst,Obst,Bananen,98.0,pro 1kg |,,,,Rainforest Alliance,80000.0,https://sortiment.lidl.ch/de/bananen-0080000,04.11.2024,,False,9.0,True,1.0,1kg,g,,,,,,False,,,Banane
Maronen,7.9,1000g,,Italien,,,2024-11-04,False,0.79,False,lidl,obst,Obst,Maroni,4.0,pro 1kg |,,,,,80915.0,https://sortiment.lidl.ch/de/maroni-0080915,04.11.2024,,True,9.0,True,1.0,1kg,g,,,,,,False,,,Marone
Ingwer,4.99,1000g,,variabel,,,2024-11-04,False,0.5,False,lidl,obst,Obst,Ingwer,18.0,pro 1kg |,,,,,82700.0,https://sortiment.lidl.ch/de/ingwer-0082700,04.11.2024,,True,9.0,True,1.0,1kg,g,,,,,,False,,,Ingwer
Spitzkohle,1.99,1000g,,variabel,,,2024-11-04,False,0.2,False,lidl,gemüse,Gemüse,Spitzkohl lose,0.0,pro 1kg |,,,,,82950.0,https://sortiment.lidl.ch/de/spitzkohl-lose-0082950,04.11.2024,,False,9.0,True,2.0,1kg,g,,,,,,False,,,Kohl
Zwiebeln,1.79,1000g,,Schweiz,,,2024-11-04,False,0.18,true,lidl,gemüse,Gemüse,Zwiebeln rot,0.0,pro 1kg |,,,,Terra Natura,83345.0,https://sortiment.lidl.ch/de/zwiebeln-rot-0083345,04.11.2024,,False,9.0,True,2.0,1kg,g,,,,,,False,,,Zwiebel
Paprikas,1.99,400g,,Marokko,,,2024-11-04,False,0.5,False,lidl,gemüse,Gemüse,"Spitzpaprika grün spitz, scharf 400g",0.0,pro 400g |,,,,,82577.0,https://sortiment.lidl.ch/de/spitzpaprika-gruen-spitz-scharf-400g-0082577,04.11.2024,,False,9.0,True,5.0,400g,g,,,,,,False,,,Paprika
Kartoffeln,2.9,2500g,,Schweiz,,,2024-11-04,False,0.12,true,lidl,gemüse,Gemüse,Kartoffeln festkochend 2.5 kg,0.0,"pro 2,5kg |",,,,,83225.0,https://sortiment.lidl.ch/de/kartoffeln-festkochend-2-5-kg-0083225,04.11.2024,,True,9.0,True,4.0,"2,5kg",g,,,,,,False,,,Kartoffel
Gurken,1.49,250g,,Spanien,,,2024-11-04,True,0.6,False,lidl,gemüse,Gemüse,Bio Gurken,0.0,pro 250g | 100g = 0.60 CHF,,,,BIO Organic,84430.0,https://sortiment.lidl.ch/de/bio-gurken-0084430,04.11.2024,,False,9.0,True,2.0,250g,g,,,,,,False,,,Gurke
Kartoffeln,2.9,2500g,,Schweiz,,,2024-11-04,False,0.12,true,lidl,gemüse,Gemüse,Kartoffeln mehligkochend 2.5kg,0.0,"pro 2,5kg |",,,,,83275.0,https://sortiment.lidl.ch/de/kartoffeln-mehligkochend-2-5kg-0083275,04.11.2024,,True,9.0,True,3.0,"2,5kg",g,,,,,,False,,,Kartoffel
not clear,2.99,400g,,Schweiz,,,2024-11-04,False,0.75,true,lidl,gemüse,Gemüse,Blumenkohl & Broccoli Mix,0.0,pro 400g | 100g = 0.75 CHF,,,,,82887.0,https://sortiment.lidl.ch/de/blumenkohl-broccoli-mix-0082887,04.11.2024,,True,9.0,True,4.0,400g,g,,,,,,False,,,Apfel
Zwiebeln,0.99,500g,,Schweiz,,,2024-11-04,False,0.2,true,lidl,gemüse,Gemüse,Saucenzwiebeln Mix,0.0,pro 500g | 1Kg = 1.98 CHF,,,,Terra Natura,83343.0,https://sortiment.lidl.ch/de/saucenzwiebeln-mix-0083343,04.11.2024,,False,9.0,True,2.0,500g,g,,,,,,False,,,Zwiebel
Karotten,1.69,1000g,,Schweiz,,,2024-11-04,False,0.17,true,lidl,gemüse,Gemüse,Karotten Terra Natura,13.0,pro 1kg |,,,,,82755.0,https://sortiment.lidl.ch/de/karotten-terra-natura-0082755,04.11.2024,,False,9.0,True,3.0,1kg,g,,,,,,False,,,Karotte
Paprika,0.99,200g,,Spanien,,,2024-11-04,False,0.49,False,lidl,gemüse,Gemüse,Mini Paprika Mix,2.0,pro 200g | 100g = 0.50 CHF,,,,,82670.0,https://sortiment.lidl.ch/de/mini-paprika-mix-0082670,04.11.2024,,False,9.0,True,3.0,200g,g,,,,,,False,,,Paprika
Choi,1.59,2 Stücke,,Spanien,,,2024-11-04,False,0.8,False,lidl,gemüse,Gemüse,Pak Choi 2 Stk,2.0,pro 2 Stk. |,,,,,82923.0,https://sortiment.lidl.ch/de/pak-choi-2-stk-0082923,04.11.2024,,False,9.0,True,4.0,2,Stück,,,,,,False,,,Choi
